order_id,item_price,quantity,item_cat,item_name,created_at,delivery_address1,delivery_address2,delivery_city,delivery_zipcode,delivery
150,16,2,Pizza,Pizza Diavola (hot) Reg,2022-10-08 22:29:00.0000000,211 Oak Street,NULL,Manchester,6040,"1         "
150,15,1,Pizza,Pizza Parmigiana Reg,2022-10-08 22:29:00.0000000,211 Oak Street,NULL,Manchester,6040,"1         "
150,6,2,Side,Garlic Bread,2022-10-08 22:29:00.0000000,211 Oak Street,NULL,Manchester,6040,"1         "
150,7,1,Side,Caesar Salad,2022-10-08 22:29:00.0000000,211 Oak Street,NULL,Manchester,6040,"1         "
150,5,1,Dessert,Chocolate Brownie,2022-10-08 22:29:00.0000000,211 Oak Street,NULL,Manchester,6040,"1         "
150,6,1,Dessert,Chocolate Ice cream,2022-10-08 22:29:00.0000000,211 Oak Street,NULL,Manchester,6040,"1         "
150,4,1,Drink,San Pelligrino 1.5l,2022-10-08 22:29:00.0000000,211 Oak Street,NULL,Manchester,6040,"1         "
151,5,4,Dessert,Chocolate Brownie,2022-10-08 13:38:00.0000000,125 Summer Street,NULL,Manchester,6040,"0         "
151,7,2,Side,Chicken Wings,2022-10-08 13:38:00.0000000,125 Summer Street,NULL,Manchester,6040,"0         "
151,19,1,Pizza,Pizza Diavola (hot) Large,2022-10-08 13:38:00.0000000,125 Summer Street,NULL,Manchester,6040,"0         "
151,12,1,Pizza,Pizza Margherita Reg,2022-10-08 13:38:00.0000000,125 Summer Street,NULL,Manchester,6040,"0         "
151,16,1,Pizza,Pizza Quattro Formaggi Reg,2022-10-08 13:38:00.0000000,125 Summer Street,NULL,Manchester,6040,"0         "
151,15,2,Pizza,Pizza Pepperoni Reg,2022-10-08 13:38:00.0000000,125 Summer Street,NULL,Manchester,6040,"0         "
151,18,3,Pizza,Pizza Napolitana Large,2022-10-08 13:38:00.0000000,125 Summer Street,NULL,Manchester,6040,"0         "
151,17,1,Pizza,Pizza Seafood Reg,2022-10-08 13:38:00.0000000,125 Summer Street,NULL,Manchester,6040,"0         "
151,5,2,Side,Breadsticks,2022-10-08 13:38:00.0000000,125 Summer Street,NULL,Manchester,6040,"0         "
151,3,3,Drink,Coca Cola Regular 33cl,2022-10-08 13:38:00.0000000,125 Summer Street,NULL,Manchester,6040,"0         "
151,6,3,Drink,Sprite Regular 1.5l,2022-10-08 13:38:00.0000000,125 Summer Street,NULL,Manchester,6040,"1         "
152,16,1,Pizza,Pizza Diavola (hot) Reg,2022-10-08 13:04:00.0000000,86 Highland Street,NULL,Manchester,6040,"1         "
152,16,1,Pizza,Pizza Quattro Formaggi Reg,2022-10-08 13:04:00.0000000,86 Highland Street,NULL,Manchester,6040,"1         "
152,5,1,Side,Breadsticks,2022-10-08 13:04:00.0000000,86 Highland Street,NULL,Manchester,6040,"1         "
152,5,1,Dessert,Chocolate Brownie,2022-10-08 13:04:00.0000000,86 Highland Street,NULL,Manchester,6040,"1         "
152,3,1,Drink,Sprite Regular 33cl,2022-10-08 13:04:00.0000000,86 Highland Street,NULL,Manchester,6040,"1         "
152,6,1,Drink,Coca Cola Regular 1.5l,2022-10-08 13:04:00.0000000,86 Highland Street,NULL,Manchester,6040,"1         "
153,14,1,Pizza,Pizza Margherita Large,2022-10-08 13:43:00.0000000,61 Hills Street,NULL,Manchester,6040,"1         "
153,17,1,Pizza,Pizza Hawaiian Large,2022-10-08 13:43:00.0000000,61 Hills Street,NULL,Manchester,6040,"1         "
153,7,1,Side,Caesar Salad,2022-10-08 13:43:00.0000000,61 Hills Street,NULL,Manchester,6040,"1         "
153,6,1,Dessert,Vanilla Ice cream,2022-10-08 13:43:00.0000000,61 Hills Street,NULL,Manchester,6040,"1         "
153,6,1,Drink,Coca Cola Regular 1.5l,2022-10-08 13:43:00.0000000,61 Hills Street,NULL,Manchester,6040,"1         "
153,6,1,Drink,Fanta Regular 1.5l,2022-10-08 13:43:00.0000000,61 Hills Street,NULL,Manchester,6040,"1         "
154,12,1,Pizza,Pizza Margherita Reg,2022-10-08 22:13:00.0000000,219 Bidwell Street,NULL,Manchester,6040,"1         "
154,16,1,Pizza,Pizza Napolitana Reg,2022-10-08 22:13:00.0000000,219 Bidwell Street,NULL,Manchester,6040,"1         "
155,17,1,Pizza,Pizza Pepperoni Large,2022-10-08 21:43:00.0000000,44 Campfield Road,NULL,Manchester,6040,"1         "
155,5,1,Side,Breadsticks,2022-10-08 21:43:00.0000000,44 Campfield Road,NULL,Manchester,6040,"1         "
155,7,2,Side,Caesar Salad,2022-10-08 21:43:00.0000000,44 Campfield Road,NULL,Manchester,6040,"1         "
155,6,1,Drink,Fanta Regular 1.5l,2022-10-08 21:43:00.0000000,44 Campfield Road,NULL,Manchester,6040,"1         "
156,19,20,Pizza,Pizza Quattro Formaggi Large,2022-10-08 22:29:00.0000000,184 Woodland Street,NULL,Manchester,6042,"1         "
156,14,1,Pizza,Pizza Margherita Large,2022-10-08 22:29:00.0000000,184 Woodland Street,NULL,Manchester,6042,"1         "
156,16,8,Pizza,Pizza Diavola (hot) Reg,2022-10-08 22:29:00.0000000,184 Woodland Street,NULL,Manchester,6042,"1         "
156,16,5,Pizza,Pizza Quattro Formaggi Reg,2022-10-08 22:29:00.0000000,184 Woodland Street,NULL,Manchester,6042,"1         "
156,18,1,Pizza,Pizza Napolitana Large,2022-10-08 22:29:00.0000000,184 Woodland Street,NULL,Manchester,6042,"1         "
156,17,1,Pizza,Pizza Seafood Reg,2022-10-08 22:29:00.0000000,184 Woodland Street,NULL,Manchester,6042,"1         "
157,19,1,Pizza,Pizza Quattro Formaggi Large,2022-10-08 22:47:00.0000000,225 Kennedy Road,NULL,Manchester,6042,"1         "
157,16,1,Pizza,Pizza Napolitana Reg,2022-10-08 22:47:00.0000000,225 Kennedy Road,NULL,Manchester,6042,"1         "
157,7,2,Side,Caesar Salad,2022-10-08 22:47:00.0000000,225 Kennedy Road,NULL,Manchester,6042,"1         "
157,7,1,Dessert,Banoffee Pie,2022-10-08 22:47:00.0000000,225 Kennedy Road,NULL,Manchester,6042,"1         "
157,6,1,Dessert,Pistachio Ice cream,2022-10-08 22:47:00.0000000,225 Kennedy Road,NULL,Manchester,6042,"1         "
157,6,2,Dessert,Strawberry Ice cream,2022-10-08 22:47:00.0000000,225 Kennedy Road,NULL,Manchester,6042,"1         "
158,15,1,Pizza,Pizza Pepperoni Reg,2022-10-08 12:06:00.0000000,173 Center Street,NULL,Manchester,6040,"1         "
158,17,1,Pizza,Pizza Hawaiian Large,2022-10-08 12:06:00.0000000,173 Center Street,NULL,Manchester,6040,"1         "
158,7,1,Side,Caesar Salad,2022-10-08 12:06:00.0000000,173 Center Street,NULL,Manchester,6040,"1         "
158,5,2,Dessert,Chocolate Brownie,2022-10-08 12:06:00.0000000,173 Center Street,NULL,Manchester,6040,"1         "
159,14,1,Pizza,Pizza Margherita Large,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"1         "
159,19,1,Pizza,Pizza Quattro Formaggi Large,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"1         "
159,17,2,Pizza,Pizza Pepperoni Large,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"1         "
159,17,2,Pizza,Pizza Hawaiian Large,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"0         "
159,18,1,Pizza,Pizza Parmigiana Large,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"0         "
159,6,2,Side,Garlic Bread,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"0         "
159,7,2,Side,Chicken Wings,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"0         "
159,5,2,Side,Breadsticks,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"0         "
159,7,2,Side,Caesar Salad,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"0         "
159,6,1,Dessert,Chocolate Ice cream,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"0         "
159,6,1,Dessert,Pistachio Ice cream,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"0         "
159,6,1,Dessert,Strawberry Ice cream,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"0         "
159,6,1,Dessert,Vanilla Ice cream,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"0         "
159,5,5,Dessert,Chocolate Brownie,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"0         "
159,7,5,Dessert,Banoffee Pie,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"1         "
159,5,1,Dessert,Fruit Salad,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"1         "
159,6,1,Drink,Fanta Regular 1.5l,2022-10-08 13:40:00.0000000,150 Carter Street,NULL,Manchester,6040,"1         "
160,19,2,Pizza,Pizza Diavola (hot) Large,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
160,15,1,Pizza,Pizza Pepperoni Reg,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
160,18,4,Pizza,Pizza Parmigiana Large,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
160,7,1,Side,Caesar Salad,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
160,5,1,Side,Breadsticks,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
160,7,1,Side,Chicken Wings,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
160,6,1,Side,Garlic Bread,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
160,6,3,Dessert,Vanilla Ice cream,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
160,5,1,Dessert,Chocolate Brownie,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
160,4,3,Drink,San Pelligrino 1.5l,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
160,3,1,Drink,Fanta Regular 33cl,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
160,6,1,Drink,Sprite Regular 1.5l,2022-10-08 20:15:00.0000000,68 Princeton Street,NULL,Manchester,6042,"1         "
161,16,10,Pizza,Pizza Quattro Formaggi Reg,2022-10-08 21:42:00.0000000,38 Bruce Road,NULL,Manchester,6040,"1         "
162,18,1,Pizza,Pizza Parmigiana Large,2022-10-08 12:51:00.0000000,208 Timrod Road,NULL,Manchester,6040,"1         "
162,19,1,Pizza,Pizza Quattro Formaggi Large,2022-10-08 12:51:00.0000000,208 Timrod Road,NULL,Manchester,6040,"1         "
162,6,1,Side,Garlic Bread,2022-10-08 12:51:00.0000000,208 Timrod Road,NULL,Manchester,6040,"1         "
163,18,1,Pizza,Pizza Parmigiana Large,2022-10-08 13:00:00.0000000,981 Groton Long Point Road,NULL,Groton,6340,"1         "
163,14,1,Pizza,Pizza Margherita Large,2022-10-08 13:00:00.0000000,981 Groton Long Point Road,NULL,Groton,6340,"1         "
163,6,1,Side,Garlic Bread,2022-10-08 13:00:00.0000000,981 Groton Long Point Road,NULL,Groton,6340,"1         "
164,14,1,Pizza,Pizza Margherita Large,2022-10-08 21:01:00.0000000,123 Elizabeth Drive,NULL,Manchester,6042,"1         "
164,19,1,Pizza,Pizza Diavola (hot) Large,2022-10-08 21:01:00.0000000,123 Elizabeth Drive,NULL,Manchester,6042,"1         "
164,17,1,Pizza,Pizza Pepperoni Large,2022-10-08 21:01:00.0000000,123 Elizabeth Drive,NULL,Manchester,6042,"1         "
164,5,2,Side,Breadsticks,2022-10-08 21:01:00.0000000,123 Elizabeth Drive,NULL,Manchester,6042,"1         "
164,7,2,Side,Caesar Salad,2022-10-08 21:01:00.0000000,123 Elizabeth Drive,NULL,Manchester,6042,"1         "
164,7,1,Dessert,Banoffee Pie,2022-10-08 21:01:00.0000000,123 Elizabeth Drive,NULL,Manchester,6042,"1         "
164,6,2,Drink,Coca Cola Regular 1.5l,2022-10-08 21:01:00.0000000,123 Elizabeth Drive,NULL,Manchester,6042,"1         "
165,6,2,Side,Garlic Bread,2022-10-08 19:19:00.0000000,35 Lakewood Circle South,NULL,Manchester,6040,"0         "
165,19,1,Pizza,Pizza Diavola (hot) Large,2022-10-08 19:19:00.0000000,35 Lakewood Circle South,NULL,Manchester,6040,"0         "
165,14,1,Pizza,Pizza Margherita Large,2022-10-08 19:19:00.0000000,35 Lakewood Circle South,NULL,Manchester,6040,"0         "
165,7,1,Dessert,Banoffee Pie,2022-10-08 19:19:00.0000000,35 Lakewood Circle South,NULL,Manchester,6040,"0         "
165,6,1,Drink,Coca Cola Diet 1.5l,2022-10-08 19:19:00.0000000,35 Lakewood Circle South,NULL,Manchester,6040,"0         "
166,16,1,Pizza,Pizza Quattro Formaggi Reg,2022-10-08 14:22:00.0000000,91 Eldridge Street,NULL,Manchester,6040,"1         "
166,5,1,Side,Breadsticks,2022-10-08 14:22:00.0000000,91 Eldridge Street,NULL,Manchester,6040,"1         "
166,5,1,Dessert,Chocolate Brownie,2022-10-08 14:22:00.0000000,91 Eldridge Street,NULL,Manchester,6040,"1         "
166,6,1,Drink,Coca Cola Regular 1.5l,2022-10-08 14:22:00.0000000,91 Eldridge Street,NULL,Manchester,6040,"1         "
